,filename,ztfname,phase,redshift,v_x1_5972,v_x2_5972
0,ZTF18aabstmw_20180307_LCO-FLOYDS_0_dereddened.csv,ZTF18aabstmw,-6.750250680001045,0.02308648,-19092.741935483864,-3850.8064516128943
1,ZTF18aabstmw_20180307_SEDm_0_dereddened.csv,ZTF18aabstmw,-6.750250680001045,0.02308648,-16411.290322580637,-4415.322580645152
2,ZTF18aasprui_20180804_P200_0_dereddened.csv,ZTF18aasprui,-13.543841719998454,0.0380507,-14576.612903225803,-3850.8064516128943
3,ZTF18aauizcr_20180519_APO_0_dereddened.csv,ZTF18aauizcr,-9.11375088999921,0.03391415,-19374.999999999993,-6673.38709677419
4,ZTF18aauizcr_20180519_SEDm_0_dereddened.csv,ZTF18aauizcr,-9.11375088999921,0.03391415,-19516.12903225806,-8649.193548387091
5,ZTF18aaxdrjn_20180531_SEDm_0_dereddened.csv,ZTF18aaxdrjn,-10.18727019999642,0.03388557,-14294.354838709674,-6673.38709677419
6,ZTF18aaxdrjn_20180603_LT_0_dereddened.csv,ZTF18aaxdrjn,-7.187270199996419,0.03388557,-15987.903225806447,-3568.5483870967655
7,ZTF18aazgfkq_20180613_Xinglong-2.2m_0_dereddened.csv,ZTF18aazgfkq,-6.532848299997568,0.02404901,-15141.12903225806,-2580.6451612903184
8,ZTF18aazixbw_20180611_Gemini-N_0_dereddened.csv,ZTF18aazixbw,-11.934177700000872,0.05910831,-20362.903225806447,-5544.354838709674
9,ZTF18aazixbw_20180611_NOT_0_dereddened.csv,ZTF18aazixbw,-11.934177700000872,0.05910831,-19233.870967741932,-5403.225806451606
10,ZTF18abnzocn_20180821_P200_0_dereddened.csv,ZTF18abnzocn,-9.76375564999762,0.03065788,-14012.096774193546,-4415.322580645152
11,ZTF18absnqyo_20180908_SEDm_0_dereddened.csv,ZTF18absnqyo,-5.100248729999294,0.03861004,-17963.70967741935,-10483.870967741932
12,ZTF18abupgql_20180913_P200_0_dereddened.csv,ZTF18abupgql,-10.15270235999924,0.0462104,-16975.806451612894,-4556.45161290322
13,ZTF18abvejbm_20180912_P200_0_dereddened.csv,ZTF18abvejbm,-12.705234879998898,0.04416009,-16411.290322580637,-7661.290322580637
14,ZTF18abvejbm_20180914_SEDm_0_dereddened.csv,ZTF18abvejbm,-10.705234879998898,0.04416009,-17963.70967741935,-8084.677419354834
15,ZTF18abvejbm_20180915_NTT_0_dereddened.csv,ZTF18abvejbm,-9.705234879998898,0.04416009,-16834.677419354834,-5544.354838709674
16,ZTF18acbvgqw_20181104_SEDm_0_dereddened.csv,ZTF18acbvgqw,-12.614274049999947,0.00884722,-21915.32258064516,-8649.193548387091
17,ZTF18acbvgqw_20181109_Lick-3m_0_dereddened.csv,ZTF18acbvgqw,-7.614274049999949,0.00884722,-15141.12903225806,-9637.096774193546
18,ZTF18acehilk_20181108_SEDm_0_dereddened.csv,ZTF18acehilk,-9.705358109997178,0.03503777,-17399.19354838709,-8225.806451612894
19,ZTF18achbllm_20181113_SEDm_0_dereddened.csv,ZTF18achbllm,-8.466060020000441,0.04710716,-14294.354838709674,-6532.2580645161215
20,ZTF18achbllm_20181115_SEDm_0_dereddened.csv,ZTF18achbllm,-6.466060020000441,0.04710716,-21068.548387096766,-5826.612903225803
21,ZTF18acsyzca_20181206_LCO-FLOYDS_0_dereddened.csv,ZTF18acsyzca,-9.989981350001472,0.01424367,-19939.51612903225,-5826.612903225803
22,ZTF18acvrfvv_20181219_SEDm_0_dereddened.csv,ZTF18acvrfvv,-6.464255829996546,0.04133705,-18528.225806451606,-5262.096774193546
23,ZTF19aaafica_20190102_LT_0_dereddened.csv,ZTF19aaafica,-5.081311219997588,0.02306328,-11048.38709677419,-8649.193548387091
24,ZTF19aaddzpk_20190114_NTT_0_dereddened.csv,ZTF19aaddzpk,-7.895578869996825,0.05369276,-12883.064516129023,-6814.51612903225
25,ZTF19aakizps_20190209_NTT_0_dereddened.csv,ZTF19aakizps,-6.790099480000208,0.05514175,-16129.032258064508,-5685.483870967735
26,ZTF19aaklqod_20200214_SEDm_0_dereddened.csv,ZTF19aaklqod,-11.328497299997252,0.02995515,-11048.38709677419,-4556.45161290322
27,ZTF19aaklqod_20200219_Lick-3m_0_dereddened.csv,ZTF19aaklqod,-6.328497299997252,0.02995515,-11895.161290322576,-7943.5483870967655
28,ZTF19aanhgqg_20190325_SEDm_0_dereddened.csv,ZTF19aanhgqg,-8.146012270000938,0.02786203,-12883.064516129023,-5967.741935483864
29,ZTF19aanhgqg_20190326_SEDm_0_dereddened.csv,ZTF19aanhgqg,-7.146012270000938,0.02786203,-13024.193548387091,-5262.096774193546
30,ZTF19aauhwbp_20190513_SEDm_0_dereddened.csv,ZTF19aauhwbp,-8.052009090002684,0.03951246,-17399.19354838709,-14294.354838709674
31,ZTF19aavrswr_20190603_SEDm_0_dereddened.csv,ZTF19aavrswr,-8.495970730000408,0.03276714,-16270.161290322576,-4979.8387096774095
32,ZTF19abbvzgr_20190701_P200_0_dereddened.csv,ZTF19abbvzgr,-9.388364459999138,0.04959426,-14858.870967741932,-5120.9677419354775
33,ZTF19abbytxa_20190629_SNIFS_0_dereddened.csv,ZTF19abbytxa,-5.61972231999971,0.05063173,-16975.806451612894,-7661.290322580637
34,ZTF19abdrwsz_20190711_SEDm_0_dereddened.csv,ZTF19abdrwsz,-7.649118690002069,0.02615929,-17399.19354838709,-4697.580645161281
35,ZTF19abetjcx_20190708_SEDm_0_dereddened.csv,ZTF19abetjcx,-5.898953459996847,0.05713162,-18245.967741935478,-4133.064516129023
36,ZTF19abfvhlx_20190715_SEDm_0_dereddened.csv,ZTF19abfvhlx,-7.196212900002138,0.05646408,-15705.645161290318,-7661.290322580637
37,ZTF19abhpvfq_20190724_SEDm_0_dereddened.csv,ZTF19abhpvfq,-5.02303676000156,0.03356655,-17116.935483870962,-6955.645161290318
38,ZTF19abhxllw_20190723_Ekar_0_dereddened.csv,ZTF19abhxllw,-5.776163419999648,0.03430746,-16552.419354838705,-8084.677419354834
39,ZTF19abkgbul_20190801_SEDm_0_dereddened.csv,ZTF19abkgbul,-5.5298396599973785,0.03819309,-14294.354838709674,-4556.45161290322
40,ZTF19abpbmli_20190816_SEDm_0_dereddened.csv,ZTF19abpbmli,-5.036402990001079,0.0370363,-17822.580645161288,-4133.064516129023
41,ZTF19abrogbl_20190828_SEDm_0_dereddened.csv,ZTF19abrogbl,-7.251934129999427,0.035788,-14717.741935483864,-6108.870967741932
42,ZTF19abxfhrq_20190910_SEDm_0_dereddened.csv,ZTF19abxfhrq,-8.383954780001659,0.03311112,-11471.77419354838,-6108.870967741932
43,ZTF19abyjjxp_20190914_SEDm_0_dereddened.csv,ZTF19abyjjxp,-6.137513840003521,0.02441079,-14012.096774193546,-5544.354838709674
44,ZTF19abzlsbl_20190921_SEDm_0_dereddened.csv,ZTF19abzlsbl,-5.63650133000192,0.03402776,-18528.225806451606,-2862.903225806447
45,ZTF19abzmnuk_20190924_SEDm_0_dereddened.csv,ZTF19abzmnuk,-6.492899199998647,0.03953882,-16693.548387096766,-4415.322580645152
46,ZTF19acjwqvo_20191104_SEDm_0_dereddened.csv,ZTF19acjwqvo,-7.886508520001371,0.052473,-14576.612903225803,-9072.58064516128
47,ZTF19acjwqvo_20191105_SEDm_0_dereddened.csv,ZTF19acjwqvo,-6.886508520001371,0.052473,-15423.38709677419,-5544.354838709674
48,ZTF19aclofmz_20191105_SEDm_0_dereddened.csv,ZTF19aclofmz,-8.853881110000657,0.030792,-16834.677419354834,-3004.032258064508
49,ZTF19acnkeji_20191107_SEDm_0_dereddened.csv,ZTF19acnkeji,-8.463762500003213,0.03527515,-17116.935483870962,-4556.45161290322
50,ZTF19acoxgqw_20191109_SEDm_0_dereddened.csv,ZTF19acoxgqw,-7.69077457000094,0.0322677,-16411.290322580637,-3004.032258064508
51,ZTF19acqehbt_20191112_SEDm_0_dereddened.csv,ZTF19acqehbt,-11.000000660002115,0.05522577,-20221.77419354838,-4415.322580645152
52,ZTF19acynije_20191220_LT_0_dereddened.csv,ZTF19acynije,-7.475000869999349,0.01908516,-18245.967741935478,-3850.8064516128943
53,ZTF19aczeomw_20191220_NTT_0_dereddened.csv,ZTF19aczeomw,-8.601469150002231,0.03583326,-15423.38709677419,-6108.870967741932
54,ZTF19adcdgca_20200102_SEDm_0_dereddened.csv,ZTF19adcdgca,-5.932117559998005,0.04677729,-15282.258064516122,-7520.161290322576
55,ZTF20aaaxacu_20200102_LT_0_dereddened.csv,ZTF20aaaxacu,-10.700374849999209,0.02208516,-17116.935483870962,-4556.45161290322
56,ZTF20aacevxq_20200107_SEDm_0_dereddened.csv,ZTF20aacevxq,-9.309836410000573,0.02082774,-14294.354838709674,-6391.129032258061
57,ZTF20aahqbib_20200128_SEDm_0_dereddened.csv,ZTF20aahqbib,-6.434718359996623,0.05558274,-18810.483870967735,-2298.3870967741896
58,ZTF20aakzezp_20200104_NTT_0_dereddened.csv,ZTF20aakzezp,-15.726773009999306,0.04783474,-14012.096774193546,-4274.193548387091
59,ZTF20aamkyyx_20200214_SEDm_0_dereddened.csv,ZTF20aamkyyx,-5.0016893400024856,0.04968179,-15987.903225806447,-4415.322580645152
60,ZTF20aammhli_20200211_SEDm_0_dereddened.csv,ZTF20aammhli,-9.721517860001768,0.02427873,-19657.25806451612,-7802.419354838705
61,ZTF20aammhli_20200213_Lick-3m_0_dereddened.csv,ZTF20aammhli,-7.721517860001768,0.02427873,-19092.741935483864,-4415.322580645152
62,ZTF20aaodkvl_20200217_SEDm_0_dereddened.csv,ZTF20aaodkvl,-9.550110680000216,0.0251175,-15987.903225806447,-8790.322580645152
63,ZTF20aapcmur_20200225_SEDm_0_dereddened.csv,ZTF20aapcmur,-6.192592369996419,0.04221969,-18245.967741935478,-5262.096774193546
64,ZTF20aatvzmm_20200331_SEDm_0_dereddened.csv,ZTF20aatvzmm,-6.795530529998359,0.03151248,-15987.903225806447,-4274.193548387091
65,ZTF20aaumsrr_20200409_Other_0_dereddened.csv,ZTF20aaumsrr,-6.546653819998028,0.00733461,-15564.51612903225,-3427.4193548387047
66,ZTF20aaurhzc_20200417_SEDm_0_dereddened.csv,ZTF20aaurhzc,-6.388502929999959,0.03326635,-17822.580645161288,-5826.612903225803
67,ZTF20aavnnat_20200424_SEDm_0_dereddened.csv,ZTF20aavnnat,-11.270786209999642,0.03219172,-15846.77419354838,-5262.096774193546
68,ZTF20aavrloz_20200425_SEDm_0_dereddened.csv,ZTF20aavrloz,-10.383502670003509,0.04337762,-17116.935483870962,-5685.483870967735
69,ZTF20aavxraf_20200310_LCO-FLOYDS_0_dereddened.csv,ZTF20aavxraf,-15.29999492999923,0.02439438,-19233.870967741932,-5826.612903225803
70,ZTF20aaymbjk_20200509_SEDm_0_dereddened.csv,ZTF20aaymbjk,-6.811501479998697,0.02766247,-17963.70967741935,-8084.677419354834
71,ZTF20aazgtmp_20200516_SEDm_0_dereddened.csv,ZTF20aazgtmp,-8.144827570002235,0.02370821,-15423.38709677419,-2439.5161290322503
72,ZTF20aazhzna_20200516_SEDm_0_dereddened.csv,ZTF20aazhzna,-6.909999089999474,0.03656528,-16552.419354838705,-3568.5483870967655
73,ZTF20aazkxcw_20200512_SEDm_1_dereddened.csv,ZTF20aazkxcw,-8.92959633999999,0.03527774,-16270.161290322576,-12883.064516129023
74,ZTF20abaunmw_20200525_LCO-FLOYDS_0_dereddened.csv,ZTF20abaunmw,-5.36476735999895,0.00869363,-15987.903225806447,-8790.322580645152
75,ZTF20abavxpk_20200525_SEDm_0_dereddened.csv,ZTF20abavxpk,-5.750543280002603,0.03018042,-15846.77419354838,-5403.225806451606
76,ZTF20abazekd_20200523_SEDm_0_dereddened.csv,ZTF20abazekd,-6.49292183000216,0.05443432,-16270.161290322576,-4979.8387096774095
77,ZTF20abeeahl_20200609_SEDm_0_dereddened.csv,ZTF20abeeahl,-7.608573760000581,0.04888182,-16129.032258064508,-5967.741935483864
78,ZTF20abeeytg_20200613_SEDm_0_dereddened.csv,ZTF20abeeytg,-7.357674309998401,0.0427352,-14435.483870967735,-3004.032258064508
79,ZTF20abfhway_20200619_SEDm_0_dereddened.csv,ZTF20abfhway,-5.926648400003614,0.04693154,-15423.38709677419,-5262.096774193546
80,ZTF20abfsemq_20200622_SEDm_0_dereddened.csv,ZTF20abfsemq,-6.096234040000127,0.04745839,-18104.838709677417,-3427.4193548387047
81,ZTF20abijfqq_20200625_LT_0_dereddened.csv,ZTF20abijfqq,-19.85977498000284,0.0028543,-16552.419354838705,-9495.967741935478
82,ZTF20abjapav_20200630_LT_0_dereddened.csv,ZTF20abjapav,-5.446653300001344,0.03373047,-13729.838709677417,-10624.999999999993
83,ZTF20abjfufv_20200917_Keck_0_dereddened.csv,ZTF20abjfufv,-5.494113599997945,0.03129,-14153.225806451606,-4133.064516129023
84,ZTF20abjfufv_20200917_SEDm_0_dereddened.csv,ZTF20abjfufv,-5.494113599997945,0.03129,-17540.32258064516,-6955.645161290318
85,ZTF20ableiem_20200717_SEDm_0_dereddened.csv,ZTF20ableiem,-7.338921750000736,0.01560413,-17822.580645161288,-5262.096774193546
86,ZTF20abmoans_20200722_SEDm_0_dereddened.csv,ZTF20abmoans,-7.56180845000199,0.03108456,-16270.161290322576,-6955.645161290318
87,ZTF20abpsbyg_20200804_SEDm_0_dereddened.csv,ZTF20abpsbyg,-5.99332172999857,0.0522197,-15846.77419354838,-1874.9999999999927
88,ZTF20abqbzuv_20200804_SEDm_0_dereddened.csv,ZTF20abqbzuv,-10.2213316999987,0.02657839,-18810.483870967735,-3286.2903225806367
89,ZTF20abqmtsh_20200811_SEDm_0_dereddened.csv,ZTF20abqmtsh,-6.572433820001606,0.02495727,-14294.354838709674,-6532.2580645161215
90,ZTF20abquppg_20200814_P200_0_dereddened.csv,ZTF20abquppg,-5.009944270001142,0.05733816,-16129.032258064508,-5262.096774193546
91,ZTF20abqvsik_20200811_NOT_0_dereddened.csv,ZTF20abqvsik,-8.0,0.00245848,-15846.77419354838,-8366.935483870962
92,ZTF20abszyjg_20200821_SEDm_0_dereddened.csv,ZTF20abszyjg,-6.901074319997861,0.04492331,-16552.419354838705,-5685.483870967735
93,ZTF20abtctgr_20200817_GTC_0_dereddened.csv,ZTF20abtctgr,-10.529428529996949,0.03991305,-18245.967741935478,-4838.709677419349
94,ZTF20abthxfr_20200820_SEDm_0_dereddened.csv,ZTF20abthxfr,-9.16122113000165,0.04005391,-19939.51612903225,-4838.709677419349
95,ZTF20abucjsa_20200821_SEDm_0_dereddened.csv,ZTF20abucjsa,-7.441953679997823,0.044782,-14012.096774193546,-9919.354838709674
96,ZTF20abxlham_20200903_SEDm_0_dereddened.csv,ZTF20abxlham,-5.0230492600021535,0.05473423,-16411.290322580637,-4979.8387096774095
97,ZTF20acduffd_20200924_SEDm_0_dereddened.csv,ZTF20acduffd,-10.206831169998622,0.01954352,-22056.45161290322,-5262.096774193546
98,ZTF20acduffd_20200925_SEDm_0_dereddened.csv,ZTF20acduffd,-9.206831169998622,0.01954352,-19374.999999999993,-4838.709677419349
99,ZTF20acduffd_20200927_SEDm_0_dereddened.csv,ZTF20acduffd,-7.2068311699986225,0.01954352,-16552.419354838705,-4697.580645161281
100,ZTF20acojxtb_20201105_NTT_0_dereddened.csv,ZTF20acojxtb,-5.643238860000565,0.05588531,-16270.161290322576,-5826.612903225803
101,ZTF20acoyyly_20201110_SEDm_0_dereddened.csv,ZTF20acoyyly,-5.775197329996445,0.0475529,-19657.25806451612,-5685.483870967735
102,ZTF20acquetr_20201116_SEDm_0_dereddened.csv,ZTF20acquetr,-6.443889720001607,0.03109934,-20927.419354838705,-8084.677419354834
103,ZTF20acuosvy_20201201_Other_0_dereddened.csv,ZTF20acuosvy,-6.615248249996512,0.00790221,-15705.645161290318,-5120.9677419354775
104,ZTF20acuosvy_20201202_SEDm_0_dereddened.csv,ZTF20acuosvy,-5.615248249996512,0.00790221,-15282.258064516122,-463.70967741934874
105,ZTF20acvziuf_20201210_CMO-2.5m_0_dereddened.csv,ZTF20acvziuf,-12.088886899997306,0.01721191,-22197.580645161288,-7379.032258064508
106,ZTF20acvziuf_20201210_SEDm_0_dereddened.csv,ZTF20acvziuf,-12.088886899997306,0.01721191,-18810.483870967735,-8225.806451612894
107,ZTF20acyhena_20201114_SNIFS_0_dereddened.csv,ZTF20acyhena,-5.717945290001808,0.0341696,-16975.806451612894,-4697.580645161281
108,ZTF20acynjjo_20201222_CMO-2.5m_0_dereddened.csv,ZTF20acynjjo,-11.65692890000355,0.01587344,-20362.903225806447,-5967.741935483864
109,ZTF20acynjjo_20201222_SEDm_0_dereddened.csv,ZTF20acynjjo,-11.65692890000355,0.01587344,-19516.12903225806,-8649.193548387091
110,ZTF20acquetr_20201116_P60_v1_dereddened.csv,ZTF20acquetr,-6.44389,0.031099,-16552.419354838705,-4274.193548387091
